-0.012853655	-0.033958152	0.01237744	-0.0102110505	0.021380309	0.043812495	-0.004183948	0.057262138	-0.0045445394	-0.014570541	-0.020607246	-0.029835442	-0.03266952	0.05860697	0.050178364	-0.12117716
-0.02056505	-0.0070967022	-0.022171237	-0.059961956	0.034759454	0.013856445	0.031830326	0.0775827	0.012537568	-0.071572684	0.029449474	0.013604324	-0.015886774	0.06717828	0.021950379	-0.10851845
-0.023953263	-0.04722511	-0.05580459	-0.04250043	0.07986157	-0.026206031	0.087385125	0.07954103	-0.011418217	-0.00714899	0.045657136	-0.10073123	0.047407035	0.043582935	0.03476207	-0.039948083
-0.07403409	-0.0022619846	-0.11035817	-0.0033559536	0.035895336	0.06650106	0.07825251	0.0485248	-0.02544762	-0.0796474	-0.033605576	-0.07116513	-0.0032690526	0.060429547	-0.01579351	-0.07848797
-0.03365517	-0.08992871	-0.11154377	-0.008841112	0.06453945	-0.010725757	0.030981144	0.0060340003	0.021956101	-0.08128864	-0.026031928	0.0011593658	-0.022610797	-0.0057147103	-0.0040813154	-0.04918684
-0.030764347	-0.072786115	-0.07718927	-0.06542855	0.07709603	0.026064236	0.09051946	0.052218746	0.07358154	-0.057838272	-0.056759894	-0.07367957	-0.046379674	-0.0038408765	0.073232554	-0.09267458
-0.04757255	0.045867983	-0.097958155	-0.08635997	0.05323026	-0.0048178127	-0.028956633	0.06896594	0.01761937	0.043205213	0.023570292	-0.036052138	0.07036241	0.048448704	-0.022132052	-0.12402973
-0.032616436	-0.045690395	-0.016064836	-0.071412206	0.038634136	0.04779967	0.04777413	0.06360204	0.02473661	-0.073546976	-0.03341785	-0.0032803332	-0.012568671	0.016372498	-0.014005147	-0.06678605
-0.012104194	0.041060727	-0.051324334	0.036870547	0.041626323	0.04945892	0.0821279	0.021998981	-0.029492369	-0.005040571	-0.0031727804	-0.019910555	0.036532335	0.0399696	-0.062916294	-0.065389544
0.082094714	-0.021609168	-0.061182246	-0.037061054	0.008145712	-0.0006308623	0.0014444735	-0.018506734	-0.0034089184	-0.039456442	0.018846473	-0.07392918	0.047370218	0.042157013	0.005418678	-0.16896401
0.07128032	-0.047826957	-0.005459086	-0.039871532	-0.017167987	-0.028072407	-0.0068314495	0.09211538	-0.0383993	-0.04670058	-0.0067946613	-0.048456058	-0.019580739	-0.029914344	0.037339836	-0.013706706
0.008740083	0.0006718949	-0.067323945	0.020025725	0.036234513	0.042577606	0.041501444	0.07438359	0.018855222	-0.0078085084	-0.041247927	-0.061849013	-0.007910731	-0.00025741715	0.038666274	-0.10518683
-0.08095788	0.015681317	-0.0067613167	-0.05252012	-0.016298147	0.041525897	0.061409112	0.036602154	-0.016145777	-0.032286737	0.027266998	0.024198016	-0.0012174168	0.04371972	-0.016035052	-0.0059657968
0.031847518	-0.023533842	-0.07626215	-0.013129935	0.026094645	0.04776751	-0.08349685	0.041132133	0.015954912	0.057871558	-0.081754915	0.06893514	0.061508637	-0.011324153	-0.06064875	-0.045069445
-0.005441856	0.040025026	0.052649744	-0.12757269	0.022323871	0.028612474	-0.013928104	0.053209245	0.03442914	-0.07773437	0.051764183	-0.010857327	-0.008602498	0.038103554	0.028001338	-0.07206243
0.063011	-0.043340564	-0.03246743	0.04069611	-0.025189947	0.02553562	0.014006184	0.04437443	0.011187439	0.0193724	0.00869256	0.00559033	-0.0636751	0.051259417	0.041746955	-0.13166106
-0.045190983	-0.013893669	-0.008549576	-0.038041446	-0.014895776	-0.006177606	0.026681839	0.050359275	-0.027170476	-0.04885027	-0.01011646	0.033630278	-0.00791832	0.03218513	0.013351266	-0.09790771
-0.06345618	0.009744063	-0.0569494	-0.045364045	-0.14111844	0.05036637	-0.023312233	0.050464053	0.052124687	-0.029370463	-0.033974342	0.027414287	0.016634114	-0.013022359	0.019736512	-0.12553148
-0.020653268	0.021600798	-0.048847705	-0.10263072	-0.070846885	0.009138983	0.058395866	-0.017315652	0.009725365	0.01640235	-0.024923187	0.025878875	0.019949203	-0.003802487	-0.10150487	0.031375438
-0.018295143	0.02375604	-0.17197198	0.13626568	0.017881608	-0.039367963	0.030274369	0.10741796	-0.020654097	0.00032653916	0.008996705	0.017840406	-0.02372226	0.032566715	0.044585142	-0.07411773
-0.042477082	0.0021930886	-0.042815864	0.07968361	0.04137514	0.06668468	0.1011434	0.0651593	0.032822296	0.0485496	-0.045988716	0.06666465	0.037937712	0.08486272	-0.0040263413	0.012169017
-0.08787905	-0.03534923	0.00740739	0.0048754173	-0.056059133	0.12251004	-0.01810525	-0.08883749	-0.09191687	0.037651084	-0.07325226	-0.079876296	-0.029118018	0.013276807	-0.14574994	-0.021933367
0.022907086	0.014220185	0.054487176	-0.047025356	-0.06600107	-0.036224134	0.06071507	-0.11383384	-0.04193633	-0.062347323	0.121481284	-0.043887142	0.007528019	0.13507505	0.026839606	-0.065403275
0.049116593	-0.026956083	-0.011480815	0.02229898	0.040319003	0.06132169	0.00455374	0.059789177	0.11984397	0.059440456	0.024716638	0.017089508	0.029025633	0.033335473	-0.005405624	-0.045313958
0.056579076	0.006228818	-0.059639487	0.061078288	0.00632647	0.061467137	0.044187598	0.10630561	0.004451764	-0.08822968	-0.060552176	0.009642721	0.04350174	0.027950153	0.005747521	-0.024860837
-0.057955682	0.0013294185	-0.033409465	-0.11614546	0.089345455	-0.032656826	0.0147547275	0.0560529	-0.009592125	0.01822086	-0.063201055	0.08952041	-0.052795548	0.008795546	0.06964442	-0.10370412
-0.051210757	-0.004345102	-0.058987442	-0.08284138	-0.0062447083	0.018082336	-0.01772451	-0.03988668	-0.029898232	-0.111258514	0.00011610672	-0.002348689	0.032618023	-0.058790166	0.035160314	-0.11311709
-0.14308333	-0.0371348	0.06813147	-0.027064731	0.0860865	0.038290903	0.056500413	-0.05511451	0.072659075	0.021486644	-0.012536502	-0.0126693705	-0.020197773	-0.03277884	0.041547764	0.05056246
0.01978164	0.040333338	-0.023012614	-0.07296655	-0.063948706	0.07058206	0.08112709	-0.0138954865	-0.044126317	-0.055465337	-0.042640343	0.059591215	0.027351243	-0.00063541764	0.00054114725	-0.13490377
